Country,year,province_name_en,sex,age_group,population,age_start,age_group_order,broad_age_group
Thailand,2015,Songkhla,male,0-4,49006,0,0,child_0_14
Thailand,2015,Songkhla,male,5-9,50111,5,1,child_0_14
Thailand,2015,Songkhla,male,10-14,50371,10,2,child_0_14
Thailand,2015,Songkhla,male,15-19,53034,15,3,working_age_15_64
Thailand,2015,Songkhla,male,20-24,54036,20,4,working_age_15_64
Thailand,2015,Songkhla,male,25-29,52577,25,5,working_age_15_64
Thailand,2015,Songkhla,male,30-34,54064,30,6,working_age_15_64
Thailand,2015,Songkhla,male,35-39,53024,35,7,working_age_15_64
Thailand,2015,Songkhla,male,40-44,50853,40,8,working_age_15_64
Thailand,2015,Songkhla,male,45-49,46669,45,9,working_age_15_64
Thailand,2015,Songkhla,male,50-54,42868,50,10,working_age_15_64
Thailand,2015,Songkhla,male,55-59,33930,55,11,working_age_15_64
Thailand,2015,Songkhla,male,60-64,26235,60,12,working_age_15_64
Thailand,2015,Songkhla,male,65-69,19686,65,13,older_adult_65_plus
Thailand,2015,Songkhla,male,70-74,13444,70,14,older_adult_65_plus
Thailand,2015,Songkhla,male,75-79,10951,75,15,older_adult_65_plus
Thailand,2015,Songkhla,male,80-84,6898,80,16,older_adult_65_plus
Thailand,2015,Songkhla,male,85+,5585,85,17,older_adult_65_plus
Thailand,2015,Songkhla,female,0-4,46218,0,0,child_0_14
Thailand,2015,Songkhla,female,5-9,46880,5,1,child_0_14
Thailand,2015,Songkhla,female,10-14,47882,10,2,child_0_14
Thailand,2015,Songkhla,female,15-19,50615,15,3,working_age_15_64
Thailand,2015,Songkhla,female,20-24,51728,20,4,working_age_15_64
Thailand,2015,Songkhla,female,25-29,52227,25,5,working_age_15_64
Thailand,2015,Songkhla,female,30-34,54672,30,6,working_age_15_64
Thailand,2015,Songkhla,female,35-39,56047,35,7,working_age_15_64
Thailand,2015,Songkhla,female,40-44,56141,40,8,working_age_15_64
Thailand,2015,Songkhla,female,45-49,52304,45,9,working_age_15_64
Thailand,2015,Songkhla,female,50-54,49006,50,10,working_age_15_64
Thailand,2015,Songkhla,female,55-59,39641,55,11,working_age_15_64
Thailand,2015,Songkhla,female,60-64,31216,60,12,working_age_15_64
Thailand,2015,Songkhla,female,65-69,24260,65,13,older_adult_65_plus
Thailand,2015,Songkhla,female,70-74,16804,70,14,older_adult_65_plus
Thailand,2015,Songkhla,female,75-79,14842,75,15,older_adult_65_plus
Thailand,2015,Songkhla,female,80-84,10652,80,16,older_adult_65_plus
Thailand,2015,Songkhla,female,85+,9324,85,17,older_adult_65_plus
Thailand,2015,Satun,male,0-4,13354,0,0,child_0_14
Thailand,2015,Satun,male,5-9,13094,5,1,child_0_14
Thailand,2015,Satun,male,10-14,12468,10,2,child_0_14
Thailand,2015,Satun,male,15-19,12945,15,3,working_age_15_64
Thailand,2015,Satun,male,20-24,12322,20,4,working_age_15_64
Thailand,2015,Satun,male,25-29,13003,25,5,working_age_15_64
Thailand,2015,Satun,male,30-34,12880,30,6,working_age_15_64
Thailand,2015,Satun,male,35-39,12145,35,7,working_age_15_64
Thailand,2015,Satun,male,40-44,11367,40,8,working_age_15_64
Thailand,2015,Satun,male,45-49,10309,45,9,working_age_15_64
Thailand,2015,Satun,male,50-54,8894,50,10,working_age_15_64
Thailand,2015,Satun,male,55-59,6906,55,11,working_age_15_64
Thailand,2015,Satun,male,60-64,5316,60,12,working_age_15_64
Thailand,2015,Satun,male,65-69,3795,65,13,older_adult_65_plus
Thailand,2015,Satun,male,70-74,2650,70,14,older_adult_65_plus
Thailand,2015,Satun,male,75-79,2116,75,15,older_adult_65_plus
Thailand,2015,Satun,male,80-84,1331,80,16,older_adult_65_plus
Thailand,2015,Satun,male,85+,894,85,17,older_adult_65_plus
Thailand,2015,Satun,female,0-4,12324,0,0,child_0_14
Thailand,2015,Satun,female,5-9,12409,5,1,child_0_14
Thailand,2015,Satun,female,10-14,12068,10,2,child_0_14
Thailand,2015,Satun,female,15-19,11958,15,3,working_age_15_64
Thailand,2015,Satun,female,20-24,12169,20,4,working_age_15_64
Thailand,2015,Satun,female,25-29,12846,25,5,working_age_15_64
Thailand,2015,Satun,female,30-34,12690,30,6,working_age_15_64
Thailand,2015,Satun,female,35-39,11904,35,7,working_age_15_64
Thailand,2015,Satun,female,40-44,12010,40,8,working_age_15_64
Thailand,2015,Satun,female,45-49,10936,45,9,working_age_15_64
Thailand,2015,Satun,female,50-54,9760,50,10,working_age_15_64
Thailand,2015,Satun,female,55-59,7430,55,11,working_age_15_64
Thailand,2015,Satun,female,60-64,5944,60,12,working_age_15_64
Thailand,2015,Satun,female,65-69,4176,65,13,older_adult_65_plus
Thailand,2015,Satun,female,70-74,2929,70,14,older_adult_65_plus
Thailand,2015,Satun,female,75-79,2701,75,15,older_adult_65_plus
Thailand,2015,Satun,female,80-84,1816,80,16,older_adult_65_plus
Thailand,2015,Satun,female,85+,1508,85,17,older_adult_65_plus
Thailand,2015,Trang,male,0-4,21173,0,0,child_0_14
Thailand,2015,Trang,male,5-9,22430,5,1,child_0_14
Thailand,2015,Trang,male,10-14,22312,10,2,child_0_14
Thailand,2015,Trang,male,15-19,24545,15,3,working_age_15_64
Thailand,2015,Trang,male,20-24,24143,20,4,working_age_15_64
Thailand,2015,Trang,male,25-29,24642,25,5,working_age_15_64
Thailand,2015,Trang,male,30-34,25212,30,6,working_age_15_64
Thailand,2015,Trang,male,35-39,25012,35,7,working_age_15_64
Thailand,2015,Trang,male,40-44,23939,40,8,working_age_15_64
Thailand,2015,Trang,male,45-49,22433,45,9,working_age_15_64
Thailand,2015,Trang,male,50-54,21267,50,10,working_age_15_64
Thailand,2015,Trang,male,55-59,16159,55,11,working_age_15_64
Thailand,2015,Trang,male,60-64,12129,60,12,working_age_15_64
Thailand,2015,Trang,male,65-69,8521,65,13,older_adult_65_plus
Thailand,2015,Trang,male,70-74,5843,70,14,older_adult_65_plus
Thailand,2015,Trang,male,75-79,4853,75,15,older_adult_65_plus
Thailand,2015,Trang,male,80-84,3186,80,16,older_adult_65_plus
Thailand,2015,Trang,male,85+,2480,85,17,older_adult_65_plus
Thailand,2015,Trang,female,0-4,19834,0,0,child_0_14
Thailand,2015,Trang,female,5-9,21160,5,1,child_0_14
Thailand,2015,Trang,female,10-14,20570,10,2,child_0_14
Thailand,2015,Trang,female,15-19,23469,15,3,working_age_15_64
Thailand,2015,Trang,female,20-24,24666,20,4,working_age_15_64
Thailand,2015,Trang,female,25-29,24038,25,5,working_age_15_64
Thailand,2015,Trang,female,30-34,25361,30,6,working_age_15_64
Thailand,2015,Trang,female,35-39,25475,35,7,working_age_15_64
Thailand,2015,Trang,female,40-44,25406,40,8,working_age_15_64
Thailand,2015,Trang,female,45-49,24371,45,9,working_age_15_64
Thailand,2015,Trang,female,50-54,22835,50,10,working_age_15_64
Thailand,2015,Trang,female,55-59,17981,55,11,working_age_15_64
Thailand,2015,Trang,female,60-64,14317,60,12,working_age_15_64
Thailand,2015,Trang,female,65-69,10525,65,13,older_adult_65_plus
Thailand,2015,Trang,female,70-74,7766,70,14,older_adult_65_plus
Thailand,2015,Trang,female,75-79,6610,75,15,older_adult_65_plus
Thailand,2015,Trang,female,80-84,5242,80,16,older_adult_65_plus
Thailand,2015,Trang,female,85+,4557,85,17,older_adult_65_plus
Thailand,2015,Phatthalung,male,0-4,16081,0,0,child_0_14
Thailand,2015,Phatthalung,male,5-9,16732,5,1,child_0_14
Thailand,2015,Phatthalung,male,10-14,16182,10,2,child_0_14
Thailand,2015,Phatthalung,male,15-19,18765,15,3,working_age_15_64
Thailand,2015,Phatthalung,male,20-24,19317,20,4,working_age_15_64
Thailand,2015,Phatthalung,male,25-29,18893,25,5,working_age_15_64
Thailand,2015,Phatthalung,male,30-34,20241,30,6,working_age_15_64
Thailand,2015,Phatthalung,male,35-39,20540,35,7,working_age_15_64
Thailand,2015,Phatthalung,male,40-44,20383,40,8,working_age_15_64
Thailand,2015,Phatthalung,male,45-49,19144,45,9,working_age_15_64
Thailand,2015,Phatthalung,male,50-54,16965,50,10,working_age_15_64
Thailand,2015,Phatthalung,male,55-59,13354,55,11,working_age_15_64
Thailand,2015,Phatthalung,male,60-64,10463,60,12,working_age_15_64
Thailand,2015,Phatthalung,male,65-69,8612,65,13,older_adult_65_plus
Thailand,2015,Phatthalung,male,70-74,6643,70,14,older_adult_65_plus
Thailand,2015,Phatthalung,male,75-79,4906,75,15,older_adult_65_plus
Thailand,2015,Phatthalung,male,80-84,3173,80,16,older_adult_65_plus
Thailand,2015,Phatthalung,male,85+,2487,85,17,older_adult_65_plus
Thailand,2015,Phatthalung,female,0-4,14849,0,0,child_0_14
Thailand,2015,Phatthalung,female,5-9,16069,5,1,child_0_14
Thailand,2015,Phatthalung,female,10-14,15316,10,2,child_0_14
Thailand,2015,Phatthalung,female,15-19,17534,15,3,working_age_15_64
Thailand,2015,Phatthalung,female,20-24,18796,20,4,working_age_15_64
Thailand,2015,Phatthalung,female,25-29,18389,25,5,working_age_15_64
Thailand,2015,Phatthalung,female,30-34,19569,30,6,working_age_15_64
Thailand,2015,Phatthalung,female,35-39,20529,35,7,working_age_15_64
Thailand,2015,Phatthalung,female,40-44,21670,40,8,working_age_15_64
Thailand,2015,Phatthalung,female,45-49,20625,45,9,working_age_15_64
Thailand,2015,Phatthalung,female,50-54,18404,50,10,working_age_15_64
Thailand,2015,Phatthalung,female,55-59,15346,55,11,working_age_15_64
Thailand,2015,Phatthalung,female,60-64,12734,60,12,working_age_15_64
Thailand,2015,Phatthalung,female,65-69,10797,65,13,older_adult_65_plus
Thailand,2015,Phatthalung,female,70-74,8582,70,14,older_adult_65_plus
Thailand,2015,Phatthalung,female,75-79,6496,75,15,older_adult_65_plus
Thailand,2015,Phatthalung,female,80-84,4991,80,16,older_adult_65_plus
Thailand,2015,Phatthalung,female,85+,4667,85,17,older_adult_65_plus
Thailand,2015,Pattani,male,0-4,32201,0,0,child_0_14
Thailand,2015,Pattani,male,5-9,31628,5,1,child_0_14
Thailand,2015,Pattani,male,10-14,30814,10,2,child_0_14
Thailand,2015,Pattani,male,15-19,31748,15,3,working_age_15_64
Thailand,2015,Pattani,male,20-24,33013,20,4,working_age_15_64
Thailand,2015,Pattani,male,25-29,28874,25,5,working_age_15_64
Thailand,2015,Pattani,male,30-34,24951,30,6,working_age_15_64
Thailand,2015,Pattani,male,35-39,22142,35,7,working_age_15_64
Thailand,2015,Pattani,male,40-44,20545,40,8,working_age_15_64
Thailand,2015,Pattani,male,45-49,19093,45,9,working_age_15_64
Thailand,2015,Pattani,male,50-54,17126,50,10,working_age_15_64
Thailand,2015,Pattani,male,55-59,12073,55,11,working_age_15_64
Thailand,2015,Pattani,male,60-64,10449,60,12,working_age_15_64
Thailand,2015,Pattani,male,65-69,8127,65,13,older_adult_65_plus
Thailand,2015,Pattani,male,70-74,5285,70,14,older_adult_65_plus
Thailand,2015,Pattani,male,75-79,4605,75,15,older_adult_65_plus
Thailand,2015,Pattani,male,80-84,2966,80,16,older_adult_65_plus
Thailand,2015,Pattani,male,85+,3042,85,17,older_adult_65_plus
Thailand,2015,Pattani,female,0-4,30362,0,0,child_0_14
Thailand,2015,Pattani,female,5-9,30221,5,1,child_0_14
Thailand,2015,Pattani,female,10-14,29421,10,2,child_0_14
Thailand,2015,Pattani,female,15-19,30423,15,3,working_age_15_64
Thailand,2015,Pattani,female,20-24,29443,20,4,working_age_15_64
Thailand,2015,Pattani,female,25-29,27652,25,5,working_age_15_64
Thailand,2015,Pattani,female,30-34,24233,30,6,working_age_15_64
Thailand,2015,Pattani,female,35-39,22698,35,7,working_age_15_64
Thailand,2015,Pattani,female,40-44,21629,40,8,working_age_15_64
Thailand,2015,Pattani,female,45-49,20761,45,9,working_age_15_64
Thailand,2015,Pattani,female,50-54,19328,50,10,working_age_15_64
Thailand,2015,Pattani,female,55-59,13835,55,11,working_age_15_64
Thailand,2015,Pattani,female,60-64,12532,60,12,working_age_15_64
Thailand,2015,Pattani,female,65-69,9681,65,13,older_adult_65_plus
Thailand,2015,Pattani,female,70-74,6925,70,14,older_adult_65_plus
Thailand,2015,Pattani,female,75-79,6587,75,15,older_adult_65_plus
Thailand,2015,Pattani,female,80-84,4826,80,16,older_adult_65_plus
Thailand,2015,Pattani,female,85+,5198,85,17,older_adult_65_plus
Thailand,2015,Yala,male,0-4,24377,0,0,child_0_14
Thailand,2015,Yala,male,5-9,23392,5,1,child_0_14
Thailand,2015,Yala,male,10-14,22739,10,2,child_0_14
Thailand,2015,Yala,male,15-19,23594,15,3,working_age_15_64
Thailand,2015,Yala,male,20-24,22931,20,4,working_age_15_64
Thailand,2015,Yala,male,25-29,21244,25,5,working_age_15_64
Thailand,2015,Yala,male,30-34,18374,30,6,working_age_15_64
Thailand,2015,Yala,male,35-39,16687,35,7,working_age_15_64
Thailand,2015,Yala,male,40-44,15499,40,8,working_age_15_64
Thailand,2015,Yala,male,45-49,14906,45,9,working_age_15_64
Thailand,2015,Yala,male,50-54,13991,50,10,working_age_15_64
Thailand,2015,Yala,male,55-59,9818,55,11,working_age_15_64
Thailand,2015,Yala,male,60-64,8205,60,12,working_age_15_64
Thailand,2015,Yala,male,65-69,5981,65,13,older_adult_65_plus
Thailand,2015,Yala,male,70-74,4063,70,14,older_adult_65_plus
Thailand,2015,Yala,male,75-79,3404,75,15,older_adult_65_plus
Thailand,2015,Yala,male,80-84,2127,80,16,older_adult_65_plus
Thailand,2015,Yala,male,85+,2397,85,17,older_adult_65_plus
Thailand,2015,Yala,female,0-4,22722,0,0,child_0_14
Thailand,2015,Yala,female,5-9,22262,5,1,child_0_14
Thailand,2015,Yala,female,10-14,21502,10,2,child_0_14
Thailand,2015,Yala,female,15-19,22396,15,3,working_age_15_64
Thailand,2015,Yala,female,20-24,22466,20,4,working_age_15_64
Thailand,2015,Yala,female,25-29,21282,25,5,working_age_15_64
Thailand,2015,Yala,female,30-34,18233,30,6,working_age_15_64
Thailand,2015,Yala,female,35-39,17222,35,7,working_age_15_64
Thailand,2015,Yala,female,40-44,16462,40,8,working_age_15_64
Thailand,2015,Yala,female,45-49,15976,45,9,working_age_15_64
Thailand,2015,Yala,female,50-54,15260,50,10,working_age_15_64
Thailand,2015,Yala,female,55-59,10551,55,11,working_age_15_64
Thailand,2015,Yala,female,60-64,8994,60,12,working_age_15_64
Thailand,2015,Yala,female,65-69,7189,65,13,older_adult_65_plus
Thailand,2015,Yala,female,70-74,4639,70,14,older_adult_65_plus
Thailand,2015,Yala,female,75-79,4390,75,15,older_adult_65_plus
Thailand,2015,Yala,female,80-84,3094,80,16,older_adult_65_plus
Thailand,2015,Yala,female,85+,3404,85,17,older_adult_65_plus
Thailand,2015,Narathiwat,male,0-4,34801,0,0,child_0_14
Thailand,2015,Narathiwat,male,5-9,34895,5,1,child_0_14
Thailand,2015,Narathiwat,male,10-14,33934,10,2,child_0_14
Thailand,2015,Narathiwat,male,15-19,34877,15,3,working_age_15_64
Thailand,2015,Narathiwat,male,20-24,34875,20,4,working_age_15_64
Thailand,2015,Narathiwat,male,25-29,32710,25,5,working_age_15_64
Thailand,2015,Narathiwat,male,30-34,31170,30,6,working_age_15_64
Thailand,2015,Narathiwat,male,35-39,26141,35,7,working_age_15_64
Thailand,2015,Narathiwat,male,40-44,23988,40,8,working_age_15_64
Thailand,2015,Narathiwat,male,45-49,22578,45,9,working_age_15_64
Thailand,2015,Narathiwat,male,50-54,20153,50,10,working_age_15_64
Thailand,2015,Narathiwat,male,55-59,13869,55,11,working_age_15_64
Thailand,2015,Narathiwat,male,60-64,12121,60,12,working_age_15_64
Thailand,2015,Narathiwat,male,65-69,8935,65,13,older_adult_65_plus
Thailand,2015,Narathiwat,male,70-74,5604,70,14,older_adult_65_plus
Thailand,2015,Narathiwat,male,75-79,4303,75,15,older_adult_65_plus
Thailand,2015,Narathiwat,male,80-84,2848,80,16,older_adult_65_plus
Thailand,2015,Narathiwat,male,85+,2959,85,17,older_adult_65_plus
Thailand,2015,Narathiwat,female,0-4,33179,0,0,child_0_14
Thailand,2015,Narathiwat,female,5-9,32995,5,1,child_0_14
Thailand,2015,Narathiwat,female,10-14,31958,10,2,child_0_14
Thailand,2015,Narathiwat,female,15-19,33580,15,3,working_age_15_64
Thailand,2015,Narathiwat,female,20-24,32988,20,4,working_age_15_64
Thailand,2015,Narathiwat,female,25-29,32140,25,5,working_age_15_64
Thailand,2015,Narathiwat,female,30-34,30151,30,6,working_age_15_64
Thailand,2015,Narathiwat,female,35-39,27053,35,7,working_age_15_64
Thailand,2015,Narathiwat,female,40-44,26160,40,8,working_age_15_64
Thailand,2015,Narathiwat,female,45-49,24798,45,9,working_age_15_64
Thailand,2015,Narathiwat,female,50-54,22960,50,10,working_age_15_64
Thailand,2015,Narathiwat,female,55-59,15709,55,11,working_age_15_64
Thailand,2015,Narathiwat,female,60-64,13735,60,12,working_age_15_64
Thailand,2015,Narathiwat,female,65-69,10265,65,13,older_adult_65_plus
Thailand,2015,Narathiwat,female,70-74,6853,70,14,older_adult_65_plus
Thailand,2015,Narathiwat,female,75-79,6113,75,15,older_adult_65_plus
Thailand,2015,Narathiwat,female,80-84,4394,80,16,older_adult_65_plus
Thailand,2015,Narathiwat,female,85+,4293,85,17,older_adult_65_plus
Thailand,2020,Bangkok,male,0-4,105738,0,0,child_0_14
Thailand,2020,Bangkok,male,5-9,133445,5,1,child_0_14
Thailand,2020,Bangkok,male,10-14,145821,10,2,child_0_14
Thailand,2020,Bangkok,male,15-19,154916,15,3,working_age_15_64
Thailand,2020,Bangkok,male,20-24,189345,20,4,working_age_15_64
Thailand,2020,Bangkok,male,25-29,191255,25,5,working_age_15_64
Thailand,2020,Bangkok,male,30-34,178939,30,6,working_age_15_64
Thailand,2020,Bangkok,male,35-39,196339,35,7,working_age_15_64
Thailand,2020,Bangkok,male,40-44,208918,40,8,working_age_15_64
Thailand,2020,Bangkok,male,45-49,197888,45,9,working_age_15_64
Thailand,2020,Bangkok,male,50-54,194878,50,10,working_age_15_64
Thailand,2020,Bangkok,male,55-59,183359,55,11,working_age_15_64
Thailand,2020,Bangkok,male,60-64,151274,60,12,working_age_15_64
Thailand,2020,Bangkok,male,65-69,116119,65,13,older_adult_65_plus
Thailand,2020,Bangkok,male,70-74,80814,70,14,older_adult_65_plus
Thailand,2020,Bangkok,male,75-79,49729,75,15,older_adult_65_plus
Thailand,2020,Bangkok,male,80-84,33520,80,16,older_adult_65_plus
Thailand,2020,Bangkok,male,85+,28354,85,17,older_adult_65_plus
Thailand,2020,Bangkok,female,0-4,100197,0,0,child_0_14
Thailand,2020,Bangkok,female,5-9,127188,5,1,child_0_14
Thailand,2020,Bangkok,female,10-14,139422,10,2,child_0_14
Thailand,2020,Bangkok,female,15-19,151437,15,3,working_age_15_64
Thailand,2020,Bangkok,female,20-24,176355,20,4,working_age_15_64
Thailand,2020,Bangkok,female,25-29,196079,25,5,working_age_15_64
Thailand,2020,Bangkok,female,30-34,191970,30,6,working_age_15_64
Thailand,2020,Bangkok,female,35-39,223066,35,7,working_age_15_64
Thailand,2020,Bangkok,female,40-44,242822,40,8,working_age_15_64
Thailand,2020,Bangkok,female,45-49,235417,45,9,working_age_15_64
Thailand,2020,Bangkok,female,50-54,235996,50,10,working_age_15_64
Thailand,2020,Bangkok,female,55-59,226991,55,11,working_age_15_64
Thailand,2020,Bangkok,female,60-64,196843,60,12,working_age_15_64
Thailand,2020,Bangkok,female,65-69,158959,65,13,older_adult_65_plus
Thailand,2020,Bangkok,female,70-74,114191,70,14,older_adult_65_plus
Thailand,2020,Bangkok,female,75-79,74742,75,15,older_adult_65_plus
Thailand,2020,Bangkok,female,80-84,53744,80,16,older_adult_65_plus
Thailand,2020,Bangkok,female,85+,50623,85,17,older_adult_65_plus
Thailand,2020,Samut Prakan,male,0-4,32671,0,0,child_0_14
Thailand,2020,Samut Prakan,male,5-9,38950,5,1,child_0_14
Thailand,2020,Samut Prakan,male,10-14,39236,10,2,child_0_14
Thailand,2020,Samut Prakan,male,15-19,39575,15,3,working_age_15_64
Thailand,2020,Samut Prakan,male,20-24,42619,20,4,working_age_15_64
Thailand,2020,Samut Prakan,male,25-29,47752,25,5,working_age_15_64
Thailand,2020,Samut Prakan,male,30-34,45102,30,6,working_age_15_64
Thailand,2020,Samut Prakan,male,35-39,52533,35,7,working_age_15_64
Thailand,2020,Samut Prakan,male,40-44,56167,40,8,working_age_15_64
Thailand,2020,Samut Prakan,male,45-49,51359,45,9,working_age_15_64
Thailand,2020,Samut Prakan,male,50-54,50362,50,10,working_age_15_64
Thailand,2020,Samut Prakan,male,55-59,43551,55,11,working_age_15_64
Thailand,2020,Samut Prakan,male,60-64,32558,60,12,working_age_15_64
Thailand,2020,Samut Prakan,male,65-69,23363,65,13,older_adult_65_plus
Thailand,2020,Samut Prakan,male,70-74,15509,70,14,older_adult_65_plus
Thailand,2020,Samut Prakan,male,75-79,9095,75,15,older_adult_65_plus
Thailand,2020,Samut Prakan,male,80-84,5806,80,16,older_adult_65_plus
Thailand,2020,Samut Prakan,male,85+,4693,85,17,older_adult_65_plus
Thailand,2020,Samut Prakan,female,0-4,30528,0,0,child_0_14
Thailand,2020,Samut Prakan,female,5-9,36563,5,1,child_0_14
Thailand,2020,Samut Prakan,female,10-14,37229,10,2,child_0_14
Thailand,2020,Samut Prakan,female,15-19,38575,15,3,working_age_15_64
Thailand,2020,Samut Prakan,female,20-24,44249,20,4,working_age_15_64
Thailand,2020,Samut Prakan,female,25-29,50236,25,5,working_age_15_64
Thailand,2020,Samut Prakan,female,30-34,49101,30,6,working_age_15_64
Thailand,2020,Samut Prakan,female,35-39,57963,35,7,working_age_15_64
Thailand,2020,Samut Prakan,female,40-44,61252,40,8,working_age_15_64
Thailand,2020,Samut Prakan,female,45-49,58517,45,9,working_age_15_64
Thailand,2020,Samut Prakan,female,50-54,56731,50,10,working_age_15_64
Thailand,2020,Samut Prakan,female,55-59,51276,55,11,working_age_15_64
Thailand,2020,Samut Prakan,female,60-64,40270,60,12,working_age_15_64
Thailand,2020,Samut Prakan,female,65-69,31252,65,13,older_adult_65_plus
Thailand,2020,Samut Prakan,female,70-74,20976,70,14,older_adult_65_plus
Thailand,2020,Samut Prakan,female,75-79,13375,75,15,older_adult_65_plus
Thailand,2020,Samut Prakan,female,80-84,9287,80,16,older_adult_65_plus
Thailand,2020,Samut Prakan,female,85+,8057,85,17,older_adult_65_plus
Thailand,2020,Nonthaburi,male,0-4,26844,0,0,child_0_14
Thailand,2020,Nonthaburi,male,5-9,32567,5,1,child_0_14
Thailand,2020,Nonthaburi,male,10-14,33729,10,2,child_0_14
Thailand,2020,Nonthaburi,male,15-19,34320,15,3,working_age_15_64
Thailand,2020,Nonthaburi,male,20-24,37694,20,4,working_age_15_64
Thailand,2020,Nonthaburi,male,25-29,42478,25,5,working_age_15_64
Thailand,2020,Nonthaburi,male,30-34,41058,30,6,working_age_15_64
Thailand,2020,Nonthaburi,male,35-39,46961,35,7,working_age_15_64
Thailand,2020,Nonthaburi,male,40-44,49871,40,8,working_age_15_64
Thailand,2020,Nonthaburi,male,45-49,46724,45,9,working_age_15_64
Thailand,2020,Nonthaburi,male,50-54,45916,50,10,working_age_15_64
Thailand,2020,Nonthaburi,male,55-59,42530,55,11,working_age_15_64
Thailand,2020,Nonthaburi,male,60-64,34848,60,12,working_age_15_64
Thailand,2020,Nonthaburi,male,65-69,24872,65,13,older_adult_65_plus
Thailand,2020,Nonthaburi,male,70-74,16753,70,14,older_adult_65_plus
Thailand,2020,Nonthaburi,male,75-79,10149,75,15,older_adult_65_plus
Thailand,2020,Nonthaburi,male,80-84,6771,80,16,older_adult_65_plus
Thailand,2020,Nonthaburi,male,85+,5431,85,17,older_adult_65_plus
Thailand,2020,Nonthaburi,female,0-4,25670,0,0,child_0_14
Thailand,2020,Nonthaburi,female,5-9,30854,5,1,child_0_14
Thailand,2020,Nonthaburi,female,10-14,31971,10,2,child_0_14
Thailand,2020,Nonthaburi,female,15-19,33237,15,3,working_age_15_64
Thailand,2020,Nonthaburi,female,20-24,38825,20,4,working_age_15_64
Thailand,2020,Nonthaburi,female,25-29,45371,25,5,working_age_15_64
Thailand,2020,Nonthaburi,female,30-34,46537,30,6,working_age_15_64
Thailand,2020,Nonthaburi,female,35-39,54554,35,7,working_age_15_64
Thailand,2020,Nonthaburi,female,40-44,58774,40,8,working_age_15_64
Thailand,2020,Nonthaburi,female,45-49,56660,45,9,working_age_15_64
Thailand,2020,Nonthaburi,female,50-54,56865,50,10,working_age_15_64
Thailand,2020,Nonthaburi,female,55-59,54948,55,11,working_age_15_64
Thailand,2020,Nonthaburi,female,60-64,45659,60,12,working_age_15_64
Thailand,2020,Nonthaburi,female,65-69,34670,65,13,older_adult_65_plus
Thailand,2020,Nonthaburi,female,70-74,24072,70,14,older_adult_65_plus
Thailand,2020,Nonthaburi,female,75-79,15472,75,15,older_adult_65_plus
Thailand,2020,Nonthaburi,female,80-84,11089,80,16,older_adult_65_plus
Thailand,2020,Nonthaburi,female,85+,9724,85,17,older_adult_65_plus
Thailand,2020,Pathum Thani,male,0-4,28596,0,0,child_0_14
Thailand,2020,Pathum Thani,male,5-9,34063,5,1,child_0_14
Thailand,2020,Pathum Thani,male,10-14,35606,10,2,child_0_14
Thailand,2020,Pathum Thani,male,15-19,35272,15,3,working_age_15_64
Thailand,2020,Pathum Thani,male,20-24,38640,20,4,working_age_15_64
Thailand,2020,Pathum Thani,male,25-29,41030,25,5,working_age_15_64
Thailand,2020,Pathum Thani,male,30-34,38163,30,6,working_age_15_64
Thailand,2020,Pathum Thani,male,35-39,44587,35,7,working_age_15_64
Thailand,2020,Pathum Thani,male,40-44,48781,40,8,working_age_15_64
Thailand,2020,Pathum Thani,male,45-49,46605,45,9,working_age_15_64
Thailand,2020,Pathum Thani,male,50-54,44939,50,10,working_age_15_64
Thailand,2020,Pathum Thani,male,55-59,37480,55,11,working_age_15_64
Thailand,2020,Pathum Thani,male,60-64,27668,60,12,working_age_15_64
Thailand,2020,Pathum Thani,male,65-69,19377,65,13,older_adult_65_plus
Thailand,2020,Pathum Thani,male,70-74,12776,70,14,older_adult_65_plus
Thailand,2020,Pathum Thani,male,75-79,7419,75,15,older_adult_65_plus
Thailand,2020,Pathum Thani,male,80-84,4753,80,16,older_adult_65_plus
Thailand,2020,Pathum Thani,male,85+,3346,85,17,older_adult_65_plus
Thailand,2020,Pathum Thani,female,0-4,26918,0,0,child_0_14
Thailand,2020,Pathum Thani,female,5-9,32090,5,1,child_0_14
Thailand,2020,Pathum Thani,female,10-14,33490,10,2,child_0_14
Thailand,2020,Pathum Thani,female,15-19,34982,15,3,working_age_15_64
Thailand,2020,Pathum Thani,female,20-24,42154,20,4,working_age_15_64
Thailand,2020,Pathum Thani,female,25-29,43195,25,5,working_age_15_64
Thailand,2020,Pathum Thani,female,30-34,42597,30,6,working_age_15_64
Thailand,2020,Pathum Thani,female,35-39,49979,35,7,working_age_15_64
Thailand,2020,Pathum Thani,female,40-44,55672,40,8,working_age_15_64
Thailand,2020,Pathum Thani,female,45-49,53872,45,9,working_age_15_64
Thailand,2020,Pathum Thani,female,50-54,52309,50,10,working_age_15_64
Thailand,2020,Pathum Thani,female,55-59,44777,55,11,working_age_15_64
Thailand,2020,Pathum Thani,female,60-64,34096,60,12,working_age_15_64
Thailand,2020,Pathum Thani,female,65-69,25046,65,13,older_adult_65_plus
Thailand,2020,Pathum Thani,female,70-74,17117,70,14,older_adult_65_plus
Thailand,2020,Pathum Thani,female,75-79,10613,75,15,older_adult_65_plus
Thailand,2020,Pathum Thani,female,80-84,7265,80,16,older_adult_65_plus
Thailand,2020,Pathum Thani,female,85+,5884,85,17,older_adult_65_plus
