year,province_code,province_name_th,province_name_en,sex,age_group,population,population_type,reference_date
2010,52,ลำปาง,Lampang,female,30-34,26215,registered,2010-12-31
2010,52,ลำปาง,Lampang,female,35-39,28916,registered,2010-12-31
2010,52,ลำปาง,Lampang,female,40-44,34030,registered,2010-12-31
2010,52,ลำปาง,Lampang,female,45-49,37312,registered,2010-12-31
2010,52,ลำปาง,Lampang,female,50-54,34912,registered,2010-12-31
2010,52,ลำปาง,Lampang,female,55-59,27037,registered,2010-12-31
2010,52,ลำปาง,Lampang,female,60-64,18089,registered,2010-12-31
2010,52,ลำปาง,Lampang,female,65-69,12571,registered,2010-12-31
2010,52,ลำปาง,Lampang,female,70-74,11581,registered,2010-12-31
2010,52,ลำปาง,Lampang,female,75-79,9804,registered,2010-12-31
2010,52,ลำปาง,Lampang,female,80-84,5857,registered,2010-12-31
2010,52,ลำปาง,Lampang,female,85+,3414,registered,2010-12-31
2010,52,ลำปาง,Lampang,female,not_age_classified,4477,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,0-4,12208,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,5-9,13359,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,10-14,15762,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,15-19,16063,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,20-24,15230,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,25-29,16347,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,30-34,18074,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,35-39,19506,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,40-44,19225,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,45-49,19023,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,50-54,17133,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,55-59,13767,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,60-64,9783,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,65-69,7014,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,70-74,5697,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,75-79,4060,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,80-84,2160,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,85+,1119,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,male,not_age_classified,2655,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,0-4,11210,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,5-9,12474,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,10-14,14840,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,15-19,14874,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,20-24,14731,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,25-29,15806,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,30-34,17737,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,35-39,19756,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,40-44,20125,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,45-49,20441,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,50-54,18533,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,55-59,14982,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,60-64,10849,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,65-69,7966,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,70-74,7177,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,75-79,5567,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,80-84,3197,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,85+,1940,registered,2010-12-31
2010,53,อุตรดิตถ์,Uttaradit,female,not_age_classified,2228,registered,2010-12-31
2010,54,แพร่,Phrae,male,0-4,10210,registered,2010-12-31
2010,54,แพร่,Phrae,male,5-9,11024,registered,2010-12-31
2010,54,แพร่,Phrae,male,10-14,13639,registered,2010-12-31
2010,54,แพร่,Phrae,male,15-19,16587,registered,2010-12-31
2010,54,แพร่,Phrae,male,20-24,15690,registered,2010-12-31
2010,54,แพร่,Phrae,male,25-29,17344,registered,2010-12-31
2010,54,แพร่,Phrae,male,30-34,16632,registered,2010-12-31
2010,54,แพร่,Phrae,male,35-39,16876,registered,2010-12-31
2010,54,แพร่,Phrae,male,40-44,19284,registered,2010-12-31
2010,54,แพร่,Phrae,male,45-49,20652,registered,2010-12-31
2010,54,แพร่,Phrae,male,50-54,18976,registered,2010-12-31
2010,54,แพร่,Phrae,male,55-59,15292,registered,2010-12-31
2010,54,แพร่,Phrae,male,60-64,10569,registered,2010-12-31
2010,54,แพร่,Phrae,male,65-69,7735,registered,2010-12-31
2010,54,แพร่,Phrae,male,70-74,5573,registered,2010-12-31
2010,54,แพร่,Phrae,male,75-79,3801,registered,2010-12-31
2010,54,แพร่,Phrae,male,80-84,1914,registered,2010-12-31
2010,54,แพร่,Phrae,male,85+,866,registered,2010-12-31
2010,54,แพร่,Phrae,male,not_age_classified,1979,registered,2010-12-31
2010,54,แพร่,Phrae,female,0-4,9606,registered,2010-12-31
2010,54,แพร่,Phrae,female,5-9,10388,registered,2010-12-31
2010,54,แพร่,Phrae,female,10-14,13159,registered,2010-12-31
2010,54,แพร่,Phrae,female,15-19,15850,registered,2010-12-31
2010,54,แพร่,Phrae,female,20-24,15458,registered,2010-12-31
2010,54,แพร่,Phrae,female,25-29,16611,registered,2010-12-31
2010,54,แพร่,Phrae,female,30-34,16245,registered,2010-12-31
2010,54,แพร่,Phrae,female,35-39,17420,registered,2010-12-31
2010,54,แพร่,Phrae,female,40-44,21053,registered,2010-12-31
2010,54,แพร่,Phrae,female,45-49,22662,registered,2010-12-31
2010,54,แพร่,Phrae,female,50-54,20814,registered,2010-12-31
2010,54,แพร่,Phrae,female,55-59,16880,registered,2010-12-31
2010,54,แพร่,Phrae,female,60-64,12040,registered,2010-12-31
2010,54,แพร่,Phrae,female,65-69,8925,registered,2010-12-31
2010,54,แพร่,Phrae,female,70-74,7487,registered,2010-12-31
2010,54,แพร่,Phrae,female,75-79,5475,registered,2010-12-31
2010,54,แพร่,Phrae,female,80-84,2884,registered,2010-12-31
2010,54,แพร่,Phrae,female,85+,1347,registered,2010-12-31
2010,54,แพร่,Phrae,female,not_age_classified,1809,registered,2010-12-31
2010,55,น่าน,Nan,male,0-4,12791,registered,2010-12-31
2010,55,น่าน,Nan,male,5-9,13103,registered,2010-12-31
2010,55,น่าน,Nan,male,10-14,16348,registered,2010-12-31
2010,55,น่าน,Nan,male,15-19,18565,registered,2010-12-31
2010,55,น่าน,Nan,male,20-24,18304,registered,2010-12-31
2010,55,น่าน,Nan,male,25-29,19317,registered,2010-12-31
2010,55,น่าน,Nan,male,30-34,18163,registered,2010-12-31
2010,55,น่าน,Nan,male,35-39,17689,registered,2010-12-31
2010,55,น่าน,Nan,male,40-44,20673,registered,2010-12-31
2010,55,น่าน,Nan,male,45-49,21687,registered,2010-12-31
2010,55,น่าน,Nan,male,50-54,18758,registered,2010-12-31
2010,55,น่าน,Nan,male,55-59,14222,registered,2010-12-31
2010,55,น่าน,Nan,male,60-64,9011,registered,2010-12-31
2010,55,น่าน,Nan,male,65-69,6850,registered,2010-12-31
2010,55,น่าน,Nan,male,70-74,5373,registered,2010-12-31
2010,55,น่าน,Nan,male,75-79,3947,registered,2010-12-31
2010,55,น่าน,Nan,male,80-84,2197,registered,2010-12-31
2010,55,น่าน,Nan,male,85+,1179,registered,2010-12-31
2010,55,น่าน,Nan,male,not_age_classified,2103,registered,2010-12-31
2010,55,น่าน,Nan,female,0-4,12064,registered,2010-12-31
2010,55,น่าน,Nan,female,5-9,12299,registered,2010-12-31
2010,55,น่าน,Nan,female,10-14,15781,registered,2010-12-31
2010,55,น่าน,Nan,female,15-19,17379,registered,2010-12-31
2010,55,น่าน,Nan,female,20-24,17019,registered,2010-12-31
2010,55,น่าน,Nan,female,25-29,18270,registered,2010-12-31
2010,55,น่าน,Nan,female,30-34,17059,registered,2010-12-31
2010,55,น่าน,Nan,female,35-39,17287,registered,2010-12-31
2010,55,น่าน,Nan,female,40-44,21337,registered,2010-12-31
2010,55,น่าน,Nan,female,45-49,21528,registered,2010-12-31
2010,55,น่าน,Nan,female,50-54,18658,registered,2010-12-31
2010,55,น่าน,Nan,female,55-59,14072,registered,2010-12-31
2010,55,น่าน,Nan,female,60-64,8918,registered,2010-12-31
2010,55,น่าน,Nan,female,65-69,7262,registered,2010-12-31
2010,55,น่าน,Nan,female,70-74,5993,registered,2010-12-31
2010,55,น่าน,Nan,female,75-79,4766,registered,2010-12-31
2010,55,น่าน,Nan,female,80-84,2597,registered,2010-12-31
2010,55,น่าน,Nan,female,85+,1695,registered,2010-12-31
2010,55,น่าน,Nan,female,not_age_classified,2099,registered,2010-12-31
2010,56,พะเยา,Phayao,male,0-4,11048,registered,2010-12-31
2010,56,พะเยา,Phayao,male,5-9,11703,registered,2010-12-31
2010,56,พะเยา,Phayao,male,10-14,14944,registered,2010-12-31
2010,56,พะเยา,Phayao,male,15-19,18594,registered,2010-12-31
2010,56,พะเยา,Phayao,male,20-24,18744,registered,2010-12-31
2010,56,พะเยา,Phayao,male,25-29,18371,registered,2010-12-31
2010,56,พะเยา,Phayao,male,30-34,17751,registered,2010-12-31
2010,56,พะเยา,Phayao,male,35-39,18052,registered,2010-12-31
2010,56,พะเยา,Phayao,male,40-44,19060,registered,2010-12-31
2010,56,พะเยา,Phayao,male,45-49,21662,registered,2010-12-31
2010,56,พะเยา,Phayao,male,50-54,20081,registered,2010-12-31
2010,56,พะเยา,Phayao,male,55-59,15930,registered,2010-12-31
2010,56,พะเยา,Phayao,male,60-64,10150,registered,2010-12-31
2010,56,พะเยา,Phayao,male,65-69,6369,registered,2010-12-31
2010,56,พะเยา,Phayao,male,70-74,5611,registered,2010-12-31
2010,56,พะเยา,Phayao,male,75-79,4047,registered,2010-12-31
2010,56,พะเยา,Phayao,male,80-84,2073,registered,2010-12-31
2010,56,พะเยา,Phayao,male,85+,968,registered,2010-12-31
2010,56,พะเยา,Phayao,male,not_age_classified,3200,registered,2010-12-31
2010,56,พะเยา,Phayao,female,0-4,10237,registered,2010-12-31
2010,56,พะเยา,Phayao,female,5-9,11153,registered,2010-12-31
2010,56,พะเยา,Phayao,female,10-14,14356,registered,2010-12-31
2010,56,พะเยา,Phayao,female,15-19,18726,registered,2010-12-31
2010,56,พะเยา,Phayao,female,20-24,19035,registered,2010-12-31
2010,56,พะเยา,Phayao,female,25-29,18063,registered,2010-12-31
2010,56,พะเยา,Phayao,female,30-34,17231,registered,2010-12-31
2010,56,พะเยา,Phayao,female,35-39,18458,registered,2010-12-31
2010,56,พะเยา,Phayao,female,40-44,22192,registered,2010-12-31
2010,56,พะเยา,Phayao,female,45-49,23986,registered,2010-12-31
2010,56,พะเยา,Phayao,female,50-54,21788,registered,2010-12-31
2010,56,พะเยา,Phayao,female,55-59,16794,registered,2010-12-31
2010,56,พะเยา,Phayao,female,60-64,10663,registered,2010-12-31
2010,56,พะเยา,Phayao,female,65-69,6819,registered,2010-12-31
2010,56,พะเยา,Phayao,female,70-74,6347,registered,2010-12-31
2010,56,พะเยา,Phayao,female,75-79,4967,registered,2010-12-31
2010,56,พะเยา,Phayao,female,80-84,2740,registered,2010-12-31
2010,56,พะเยา,Phayao,female,85+,1411,registered,2010-12-31
2010,56,พะเยา,Phayao,female,not_age_classified,2980,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,0-4,31187,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,5-9,32308,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,10-14,38581,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,15-19,44505,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,20-24,40782,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,25-29,44921,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,30-34,43262,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,35-39,41795,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,40-44,43272,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,45-49,48006,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,50-54,45244,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,55-59,35161,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,60-64,22647,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,65-69,14496,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,70-74,11817,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,75-79,9264,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,80-84,4841,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,85+,2942,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,male,not_age_classified,34859,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,0-4,29417,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,5-9,30707,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,10-14,36529,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,15-19,42861,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,20-24,41779,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,25-29,44032,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,30-34,42161,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,35-39,42858,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,40-44,48600,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,45-49,53109,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,50-54,48576,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,55-59,37120,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,60-64,23526,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,65-69,15356,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,70-74,13182,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,75-79,11068,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,80-84,6115,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,85+,3795,registered,2010-12-31
2010,57,เชียงราย,Chiang Rai,female,not_age_classified,37537,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,0-4,8667,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,5-9,9392,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,10-14,9805,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,15-19,10441,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,20-24,10142,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,25-29,10058,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,30-34,8704,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,35-39,7790,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,40-44,7713,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,45-49,7075,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,50-54,6260,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,55-59,4685,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,60-64,3400,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,65-69,2557,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,70-74,2144,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,75-79,1590,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,80-84,984,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,85+,698,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,male,not_age_classified,12489,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,0-4,8170,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,5-9,8807,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,10-14,9193,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,15-19,9864,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,20-24,9455,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,25-29,9249,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,30-34,8059,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,35-39,7614,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,40-44,7755,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,45-49,6968,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,50-54,5804,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,55-59,4840,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,60-64,3195,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,65-69,2375,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,70-74,2202,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,75-79,1691,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,80-84,1036,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,85+,663,registered,2010-12-31
2010,58,แม่ฮ่องสอน,Mae Hong Son,female,not_age_classified,11208,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,0-4,30652,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,5-9,31016,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,10-14,35278,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,15-19,38736,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,20-24,36970,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,25-29,40104,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,30-34,41248,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,35-39,41388,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,40-44,43161,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,45-49,43429,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,50-54,35809,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,55-59,28661,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,60-64,20740,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,65-69,14808,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,70-74,12839,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,75-79,8586,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,80-84,4662,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,85+,2814,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,male,not_age_classified,14960,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,0-4,29013,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,5-9,29270,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,10-14,33599,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,15-19,36539,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,20-24,35320,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,25-29,39375,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,30-34,40413,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,35-39,42266,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,40-44,46386,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,45-49,47054,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,50-54,40274,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,55-59,32976,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,60-64,24452,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,65-69,17775,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,70-74,16530,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,75-79,11747,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,80-84,7110,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,85+,4853,registered,2010-12-31
2010,60,นครสวรรค์,Nakhon Sawan,female,not_age_classified,12682,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,0-4,10069,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,5-9,10172,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,10-14,11532,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,15-19,12079,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,20-24,10957,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,25-29,12560,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,30-34,12845,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,35-39,13266,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,40-44,13327,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,45-49,12721,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,50-54,10564,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,55-59,8689,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,60-64,6618,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,65-69,5032,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,70-74,4079,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,75-79,2605,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,80-84,1464,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,85+,800,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,male,not_age_classified,1994,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,0-4,9558,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,5-9,9560,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,10-14,10674,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,15-19,11213,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,20-24,10871,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,25-29,12303,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,30-34,12679,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,35-39,13295,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,40-44,13862,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,45-49,13505,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,50-54,11717,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,55-59,9964,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,60-64,7292,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,65-69,5914,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,70-74,5074,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,75-79,3440,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,80-84,2246,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,85+,1610,registered,2010-12-31
2010,61,อุทัยธานี,Uthai Thani,female,not_age_classified,1809,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,0-4,23021,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,5-9,23442,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,10-14,25990,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,15-19,28015,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,20-24,25007,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,25-29,28367,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,30-34,30196,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,35-39,30582,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,40-44,29950,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,45-49,28647,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,50-54,23526,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,55-59,18722,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,60-64,13115,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,65-69,8847,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,70-74,7456,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,75-79,4796,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,80-84,2553,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,85+,1316,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,male,not_age_classified,8128,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,female,0-4,21741,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,female,5-9,21740,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,female,10-14,24442,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,female,15-19,26020,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,female,20-24,24769,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,female,25-29,27474,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,female,30-34,29355,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,female,35-39,29943,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,female,40-44,31053,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,female,45-49,29968,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,female,50-54,25467,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,female,55-59,19948,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,female,60-64,14583,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,female,65-69,10131,registered,2010-12-31
2010,62,กำแพงเพชร,Kamphaeng Phet,female,70-74,8941,registered,2010-12-31
