year,province_name_en,sex,age_group,population
1997,Chon Buri,female,45-49,25881
1997,Chon Buri,female,50-54,18417
1997,Chon Buri,female,55-59,16190
1997,Chon Buri,female,60-64,13491
1997,Chon Buri,female,65-69,10226
1997,Chon Buri,female,70-74,6666
1997,Chon Buri,female,75-79,4121
1997,Chon Buri,female,80-84,2807
1997,Chon Buri,female,85+,2878
1997,Rayong,male,0-4,18985
1997,Rayong,male,5-9,19081
1997,Rayong,male,10-14,18329
1997,Rayong,male,15-19,20861
1997,Rayong,male,20-24,24104
1997,Rayong,male,25-29,26010
1997,Rayong,male,30-34,24164
1997,Rayong,male,35-39,19214
1997,Rayong,male,40-44,13456
1997,Rayong,male,45-49,9440
1997,Rayong,male,50-54,7196
1997,Rayong,male,55-59,6479
1997,Rayong,male,60-64,5130
1997,Rayong,male,65-69,3425
1997,Rayong,male,70-74,1949
1997,Rayong,male,75-79,986
1997,Rayong,male,80-84,613
1997,Rayong,male,85+,477
1997,Rayong,female,0-4,18235
1997,Rayong,female,5-9,18083
1997,Rayong,female,10-14,17589
1997,Rayong,female,15-19,19919
1997,Rayong,female,20-24,22218
1997,Rayong,female,25-29,24925
1997,Rayong,female,30-34,23747
1997,Rayong,female,35-39,19780
1997,Rayong,female,40-44,13760
1997,Rayong,female,45-49,9711
1997,Rayong,female,50-54,6957
1997,Rayong,female,55-59,6134
1997,Rayong,female,60-64,4790
1997,Rayong,female,65-69,3661
1997,Rayong,female,70-74,2240
1997,Rayong,female,75-79,1271
1997,Rayong,female,80-84,815
1997,Rayong,female,85+,683
1997,Chanthaburi,male,0-4,17787
1997,Chanthaburi,male,5-9,19078
1997,Chanthaburi,male,10-14,18707
1997,Chanthaburi,male,15-19,20812
1997,Chanthaburi,male,20-24,20494
1997,Chanthaburi,male,25-29,22637
1997,Chanthaburi,male,30-34,22480
1997,Chanthaburi,male,35-39,19894
1997,Chanthaburi,male,40-44,14536
1997,Chanthaburi,male,45-49,10601
1997,Chanthaburi,male,50-54,7632
1997,Chanthaburi,male,55-59,7170
1997,Chanthaburi,male,60-64,6130
1997,Chanthaburi,male,65-69,4472
1997,Chanthaburi,male,70-74,2658
1997,Chanthaburi,male,75-79,1452
1997,Chanthaburi,male,80-84,856
1997,Chanthaburi,male,85+,764
1997,Chanthaburi,female,0-4,16925
1997,Chanthaburi,female,5-9,18003
1997,Chanthaburi,female,10-14,17921
1997,Chanthaburi,female,15-19,19850
1997,Chanthaburi,female,20-24,20166
1997,Chanthaburi,female,25-29,22646
1997,Chanthaburi,female,30-34,22681
1997,Chanthaburi,female,35-39,19877
1997,Chanthaburi,female,40-44,14647
1997,Chanthaburi,female,45-49,10387
1997,Chanthaburi,female,50-54,7198
1997,Chanthaburi,female,55-59,6692
1997,Chanthaburi,female,60-64,5805
1997,Chanthaburi,female,65-69,4536
1997,Chanthaburi,female,70-74,2996
1997,Chanthaburi,female,75-79,1796
1997,Chanthaburi,female,80-84,1068
1997,Chanthaburi,female,85+,1132
1997,Trat,male,0-4,8133
1997,Trat,male,5-9,8427
1997,Trat,male,10-14,8413
1997,Trat,male,15-19,9375
1997,Trat,male,20-24,9584
1997,Trat,male,25-29,10174
1997,Trat,male,30-34,9674
1997,Trat,male,35-39,8576
1997,Trat,male,40-44,6842
1997,Trat,male,45-49,5527
1997,Trat,male,50-54,4143
1997,Trat,male,55-59,3954
1997,Trat,male,60-64,3088
1997,Trat,male,65-69,2243
1997,Trat,male,70-74,1337
1997,Trat,male,75-79,730
1997,Trat,male,80-84,424
1997,Trat,male,85+,358
1997,Trat,female,0-4,7705
1997,Trat,female,5-9,8072
1997,Trat,female,10-14,8049
1997,Trat,female,15-19,8987
1997,Trat,female,20-24,9534
1997,Trat,female,25-29,9690
1997,Trat,female,30-34,9225
1997,Trat,female,35-39,8285
1997,Trat,female,40-44,6912
1997,Trat,female,45-49,5384
1997,Trat,female,50-54,3953
1997,Trat,female,55-59,3547
1997,Trat,female,60-64,3014
1997,Trat,female,65-69,2250
1997,Trat,female,70-74,1395
1997,Trat,female,75-79,837
1997,Trat,female,80-84,585
1997,Trat,female,85+,529
1997,Chachoengsao,male,0-4,23266
1997,Chachoengsao,male,5-9,24848
1997,Chachoengsao,male,10-14,25246
1997,Chachoengsao,male,15-19,27578
1997,Chachoengsao,male,20-24,27975
1997,Chachoengsao,male,25-29,29848
1997,Chachoengsao,male,30-34,29130
1997,Chachoengsao,male,35-39,24623
1997,Chachoengsao,male,40-44,19734
1997,Chachoengsao,male,45-49,15493
1997,Chachoengsao,male,50-54,11153
1997,Chachoengsao,male,55-59,10732
1997,Chachoengsao,male,60-64,8783
1997,Chachoengsao,male,65-69,6757
1997,Chachoengsao,male,70-74,4549
1997,Chachoengsao,male,75-79,2989
1997,Chachoengsao,male,80-84,1888
1997,Chachoengsao,male,85+,1770
1997,Chachoengsao,female,0-4,22070
1997,Chachoengsao,female,5-9,23407
1997,Chachoengsao,female,10-14,23903
1997,Chachoengsao,female,15-19,26314
1997,Chachoengsao,female,20-24,27386
1997,Chachoengsao,female,25-29,29884
1997,Chachoengsao,female,30-34,29096
1997,Chachoengsao,female,35-39,24795
1997,Chachoengsao,female,40-44,20696
1997,Chachoengsao,female,45-49,16437
1997,Chachoengsao,female,50-54,11817
1997,Chachoengsao,female,55-59,11444
1997,Chachoengsao,female,60-64,9613
